"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000011400,대구일마이스터고등학교,고등학교,1994-05-25,공립,본교,운영,대구광역시 동구 효목동 212,대구광역시 동구 효동로 48,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2021-07-05,35.882051625,128.64721932,2021-09-15
B000013016,서영여자고등학교,고등학교,1974-11-29,사립,본교,운영,전라북도 정읍시 수성동 310,전라북도 정읍시 명덕1길 66-10,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2021-07-05,35.579167084,126.85207973,2021-09-15
B000012624,장기고등학교,고등학교,2009-03-01,공립,본교,운영,경기도 김포시 장기동 1654,경기도 김포시 김포한강2로 131,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2021-07-05,37.640141739,126.66822825,2021-09-15
B000004949,남호초등학교,초등학교,1967-03-30,공립,본교,운영,강원도 동해시 평릉동 443,강원도 동해시 평원로 120,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2021-07-05,37.534373647,129.11316849,2021-09-15
B000003895,선일초등학교,초등학교,1993-01-07,공립,본교,운영,경기도 안산시 단원구 선부동 1002,경기도 안산시 단원구 선이로3길 40,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2021-07-05,37.34008816,126.79980252,2021-09-15
B000012690,가운고등학교,고등학교,2011-06-05,공립,본교,운영,경기도 남양주시 다산동 684,경기도 남양주시 가운로2길 115,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-07-05,37.599447209,127.16069902,2021-09-15
B000005994,전주덕진초등학교,초등학교,1967-10-05,공립,본교,운영,전라북도 전주시 덕진구 덕진동1가 1272-2,전라북도 전주시 덕진구 들사평로 61,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2021-07-05,35.841262665,127.12428975,2021-09-15
B000026000,양현고등학교,고등학교,2015-03-01,공립,본교,운영,전라북도 전주시 덕진구 장동 1072,전라북도 전주시 덕진구 틀못2길 9,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2021-07-05,35.84218419,127.05878164,2021-09-15
B000011112,밀성중학교,중학교,1953-04-21,사립,본교,운영,경상남도 밀양시 내이동 602-7,경상남도 밀양시 석정로 127,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2021-07-05,35.50157332,128.75092378,2021-09-15
B000013554,민족사관고등학교,고등학교,1995-10-16,사립,본교,운영,강원도 횡성군 안흥면 소사리 1300-1,강원도 횡성군 안흥면 봉화로 800,7800000,강원도교육청,7891000,강원도횡성교육지원청,2013-11-29,2021-07-05,37.45819179,128.14576573,2021-09-15
B000008542,유락여자중학교,중학교,1974-12-21,공립,본교,운영,부산광역시 동래구 온천동 433-3,부산광역시 동래구 금강로 51,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2021-07-05,35.214950318,129.07618354,2021-09-15
B000012785,묵호고등학교,고등학교,1954-09-06,공립,본교,운영,강원도 동해시 부곡동 217,강원도 동해시 승지로 37,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2021-07-05,37.53776167,129.09574672,2021-09-15
B000011588,충북산업과학고등학교,고등학교,1954-05-24,공립,본교,운영,충청북도 옥천군 옥천읍 문정리 247,충청북도 옥천군 옥천읍 중앙로 144,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2013-11-29,2021-07-05,36.309476311,127.57633708,2021-09-15
B000005033,홍천초등학교,초등학교,1908-10-05,공립,본교,운영,강원도 홍천군 홍천읍 희망리 313,강원도 홍천군 홍천읍 희망로4길 12,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,2021-07-05,37.692509061,127.88381598,2021-09-15
B000022949,광석초등학교,초등학교,1929-03-01,공립,본교,운영,충청남도 논산시 광석면 신당리 14,충청남도 논산시 광석면 사계로 451,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2021-07-05,36.243585082,127.08057708,2021-09-15
B000011315,세그루패션디자인고등학교,고등학교,1974-09-15,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2021-07-05,37.656348677,127.02687659,2021-09-15
B000009790,설악중학교,중학교,1966-12-23,공립,본교,운영,강원도 속초시 교동 780-5,강원도 속초시 미시령로 3402,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2021-07-05,38.205503977,128.57901084,2021-09-15
B000026554,내포초등학교,초등학교,2013-06-11,공립,본교,운영,충청남도 홍성군 홍북읍 신경리 1362,충청남도 홍성군 홍북읍 홍학로 38,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2021-07-05,36.649047626,126.67073638,2021-09-15
B000005221,죽왕초등학교,초등학교,1965-10-01,공립,본교,운영,강원도 고성군 죽왕면 오호리 225,강원도 고성군 죽왕면 송지호로 6,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2021-07-05,38.330336394,128.52240956,2021-09-15
B000010399,공음중학교,중학교,1971-01-10,공립,본교,운영,전라북도 고창군 공음면 칠암리 570-1,전라북도 고창군 공음면 공음길 74-6,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2021-07-05,35.379164703,126.5146986,2021-09-15
B000008537,동래중학교,중학교,1951-10-07,공립,본교,운영,부산광역시 동래구 명륜동 686-3,부산광역시 동래구 충렬대로181번길 109,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2021-07-05,35.210160484,129.07938728,2021-09-15
B000009252,덕산중학교,중학교,1990-03-01,공립,본교,운영,경기도 부천시 오정동 117-2,경기도 부천시 성오로 203,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2021-07-05,37.528912319,126.79360795,2021-09-15
B000004280,하일초등학교,초등학교,1992-07-10,공립,본교,운영,경기도 광명시 하안동 23,경기도 광명시 철망산로 68,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2021-07-05,37.469085446,126.87641776,2021-09-15
B000009521,대월중학교,중학교,1972-04-14,공립,본교,운영,경기도 이천시 대월면 초지리 306-3,경기도 이천시 대월면 대평로150번길 20,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2021-07-05,37.224420552,127.4914997,2021-09-15
B000004376,호법초등학교,초등학교,1935-04-06,공립,본교,운영,경기도 이천시 호법면 후안리 295,경기도 이천시 호법면 이섭대천로537번길 8,7530000,경기도교육청,7741000,경기도이천교육지원청,2013-11-29,2021-07-05,37.224528268,127.42647133,2021-09-15
B000008038,함덕초등학교선인분교장,초등학교,1973-11-30,공립,분교,운영,제주특별자치도 제주시 조천읍 선흘리 1947-15,제주특별자치도 제주시 조천읍 선진길 7-18,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2021-07-05,33.459427879,126.7042879,2021-09-15
B000003216,문정초등학교,초등학교,1997-10-02,공립,본교,운영,광주광역시 북구 문흥동 962-1,광주광역시 북구 대천로169번길 7,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2021-07-05,35.189441527,126.92157935,2021-09-15
B000009268,평촌중학교,중학교,1992-09-01,공립,본교,운영,경기도 안양시 동안구 평촌동 899-5,경기도 안양시 동안구 관평로 127,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2021-07-05,37.388781732,126.96148535,2021-09-15
B000008949,광주수피아여자중학교,중학교,1908-04-01,사립,본교,운영,광주광역시 남구 양림동 242,광주광역시 남구 백서로 13,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.137193171,126.91161397,2021-09-15
B000013398,창선고등학교,고등학교,1956-04-03,사립,본교,운영,경상남도 남해군 창선면 상죽리 170,경상남도 남해군 창선면 창선로 97-12,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2013-11-29,2021-07-05,34.85749552,128.01223183,2021-09-15
B000008527,오륙도중학교,중학교,2009-11-05,공립,본교,운영,부산광역시 남구 용호동 951,부산광역시 남구 오륙도로 60,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2021-07-05,35.104045633,129.11510911,2021-09-15
B000006402,목포항도초등학교,초등학교,2006-03-01,공립,본교,운영,전라남도 목포시 상동 264,전라남도 목포시 텃골로33번길 94-8,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2021-07-05,34.81610097,126.4153938,2021-09-15
B000002086,서울교동초등학교,초등학교,1894-09-18,공립,본교,운영,서울특별시 종로구 경운동 2,서울특별시 종로구 삼일대로 446,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2021-07-05,37.575005674,126.98815127,2021-09-15
B000009249,수주중학교,중학교,2008-03-01,공립,본교,운영,경기도 부천시 고강동 277-2,경기도 부천시 역곡로 524,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2021-07-05,37.531394595,126.81695459,2021-09-15
B000002397,서울장월초등학교,초등학교,2006-10-30,공립,본교,운영,서울특별시 성북구 장위동 316,서울특별시 성북구 한천로101길 66,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.621941087,127.0471628,2021-09-15
B000005661,아산북수초등학교,초등학교,2008-03-01,공립,본교,운영,충청남도 아산시 배방읍 북수리 299-24,충청남도 아산시 배방읍 호서로 405,8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2021-07-05,36.768044983,127.07680912,2021-09-15
B000005618,청룡초등학교,초등학교,1940-08-31,공립,본교,운영,충청남도 보령시 신흑동 350,충청남도 보령시 대해로 646,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2021-07-05,36.31986736,126.53819446,2021-09-15
B000007807,장천초등학교,초등학교,1946-11-22,공립,본교,운영,경상남도 창녕군 이방면 장천리 436,경상남도 창녕군 이방면 이방대합로 285,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2013-11-29,2021-07-05,35.599587816,128.37462524,2021-09-15
B000012421,남창고등학교,고등학교,1954-07-01,공립,본교,운영,울산광역시 울주군 온양읍 운화리 63,울산광역시 울주군 온양읍 태화7길 43-16,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2021-07-05,35.414778118,129.27721261,2021-09-15
B000009539,여주중학교,중학교,1945-05-10,공립,본교,운영,경기도 여주시 능서면 왕대리 973,경기도 여주시 능서면 농도원1길 78,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2021-07-05,37.296794308,127.62095612,2021-09-15
B000004430,여주초등학교,초등학교,1908-05-27,공립,본교,운영,경기도 여주시 창동 8,경기도 여주시 청심로 139,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2021-07-05,37.298701751,127.6359788,2021-09-15
B000005451,문상초등학교,초등학교,1934-04-30,공립,본교,운영,충청북도 진천군 문백면 사양리 38-1,충청북도 진천군 문백면 농다리로 1232,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2021-07-05,36.837921924,127.4718528,2021-09-15
B000006229,남양초등학교,초등학교,1965-09-02,공립,본교,운영,전라북도 김제시 황산면 남산리 362-19,전라북도 김제시 황산면 남산로 366,8320000,전라북도교육청,8381000,전라북도김제교육지원청,2013-11-29,2021-07-05,35.783168331,126.97455797,2021-09-15
B000002819,대구비산초등학교,초등학교,1968-10-18,공립,본교,운영,대구광역시 서구 평리동 662-1,대구광역시 서구 통학로 202,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2021-07-05,35.8787485,128.56432466,2021-09-15
B000005502,별방초등학교,초등학교,1943-04-18,공립,본교,운영,충청북도 단양군 영춘면 별방리 540,충청북도 단양군 영춘면 별방창원로 449,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2013-11-29,2021-07-05,37.096384563,128.41540734,2021-09-15
B000013519,호산고등학교,고등학교,2009-03-01,공립,본교,운영,대구광역시 달서구 호산동 357-59,대구광역시 달서구 달서대로109길 86,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2021-07-05,35.849057296,128.48180712,2021-09-15
B000011636,김제농생명마이스터고등학교,고등학교,1950-06-01,공립,본교,운영,전라북도 김제시 신풍동 499-1,전라북도 김제시 남북9길 23,8320000,전라북도교육청,8381000,전라북도김제교육지원청,2013-11-29,2021-07-05,35.792320438,126.89046125,2021-09-15
B000008344,신반포중학교,중학교,1984-05-02,공립,본교,운영,서울특별시 서초구 반포동 3-1,서울특별시 서초구 신반포로19길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2021-07-05,37.506265318,126.9961146,2021-09-15
B000026209,한울중학교,중학교,1971-12-29,공립,본교,운영,서울특별시 금천구 시흥동 792-1,서울특별시 금천구 독산로50길 60,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-07-05,37.462400992,126.90718152,2021-09-15
B000005927,탑동초등학교,초등학교,1966-03-01,공립,본교,운영,충청남도 당진시 채운동 488-1,충청남도 당진시 대호만로 12,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2021-07-05,36.897361106,126.62318512,2021-09-15
B000008869,동인천여자중학교,중학교,1978-03-04,공립,본교,운영,인천광역시 서구 가좌동 402,인천광역시 서구 여우재로112번길 13,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2021-07-05,37.490034754,126.68808605,2021-09-15
B000024194,양서초등학교,초등학교,2018-03-01,공립,본교,운영,경상북도 포항시 북구 양덕동 1212,경상북도 포항시 북구 천마로 89,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2021-07-05,36.084733041,129.39651958,2021-09-15
B000002968,인천서림초등학교,초등학교,1939-04-15,공립,본교,운영,인천광역시 동구 송림동 61-11,인천광역시 동구 금곡로 105,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2021-07-05,37.475409939,126.64601788,2021-09-15
B000005639,개화초등학교,초등학교,1956-07-05,공립,본교,운영,충청남도 보령시 성주면 개화리 307-3,충청남도 보령시 성주면 성주산로 735,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2021-07-05,36.306797491,126.65420389,2021-09-15
B000007689,삼문초등학교,초등학교,2002-09-01,공립,본교,운영,경상남도 김해시 삼문동 60-1,경상남도 김해시 번화2로 104,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2021-07-05,35.198267621,128.80306906,2021-09-15
B000007864,하이초등학교,초등학교,1927-05-01,공립,본교,운영,경상남도 고성군 하이면 덕호리 528-1,경상남도 고성군 하이면 남일로 423,9010000,경상남도교육청,9161000,경상남도고성교육지원청,2013-11-29,2021-07-05,34.929561402,128.121671,2021-09-15
B000023202,대전도안고등학교,고등학교,2013-03-01,공립,본교,운영,대전광역시 유성구 원신흥동 561,대전광역시 유성구 원신흥남로 51,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2021-07-05,36.336922129,127.33731953,2021-09-15
B000006154,정읍수성초등학교,초등학교,1995-09-01,공립,본교,운영,전라북도 정읍시 수성동 917-3,전라북도 정읍시 수성3로 21,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2021-07-05,35.584377156,126.85734904,2021-09-15
B000003936,서농초등학교,초등학교,2011-10-22,공립,본교,운영,경기도 용인시 기흥구 서천동 794,경기도 용인시 기흥구 서천동로21번길 5,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2021-07-05,37.23913932,127.07632905,2021-09-15
B000005993,전주금암초등학교,초등학교,1951-09-23,공립,본교,운영,전라북도 전주시 덕진구 금암동 540-3,전라북도 전주시 덕진구 권삼득로 210,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2021-07-05,35.838094794,127.13685392,2021-09-15
B000012467,풍생고등학교,고등학교,1974-01-05,사립,본교,운영,경기도 성남시 수정구 수진동 4511-1,경기도 성남시 수정구 산성대로 111,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2021-07-05,37.435042947,127.13141465,2021-09-15
B000009385,연성중학교,중학교,1999-06-01,공립,본교,운영,경기도 시흥시 하상동 370,경기도 시흥시 하상로 14-7,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2021-07-05,37.39248682,126.81341032,2021-09-15
B000002884,대구월촌초등학교,초등학교,1992-06-30,공립,본교,운영,대구광역시 달서구 상인동 1519,대구광역시 달서구 상인서로 60,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2021-07-05,35.816357071,128.54327025,2021-09-15
B000003819,까치울초등학교,초등학교,2000-01-09,공립,본교,운영,경기도 부천시 작동 125-6,경기도 부천시 역곡로324번길 14,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2021-07-05,37.513763908,126.81419716,2021-09-15
B000010352,삼우중학교,중학교,1964-12-05,사립,본교,운영,전라북도 완주군 이서면 상개리 580-2,전라북도 완주군 이서면 반교로 34-9,8320000,전라북도교육청,8391000,전라북도완주교육지원청,2013-11-29,2021-07-05,35.824573438,127.02417163,2021-09-15
B000009500,양도중학교,중학교,2010-03-01,공립,본교,운영,경기도 김포시 풍무동 472-5,경기도 김포시 양도로56번길 59-25,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2021-07-05,37.604720448,126.73070124,2021-09-15
B000004354,월곶초등학교,초등학교,1908-04-10,공립,본교,운영,경기도 김포시 월곶면 군하리 218,경기도 김포시 월곶면 군하로276번길 28,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2021-07-05,37.717708772,126.5521783,2021-09-15
B000004437,이포초등학교,초등학교,1919-04-01,공립,본교,운영,경기도 여주시 금사면 이포리 311-2,경기도 여주시 금사면 이여로 1237,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2021-07-05,37.38909566,127.5298321,2021-09-15
B000006321,순창초등학교,초등학교,1908-08-23,공립,본교,운영,전라북도 순창군 순창읍 순화리 313,전라북도 순창군 순창읍 순창7길 40,8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2021-07-05,35.37514363,127.13919016,2021-09-15
B000027099,옥빛고등학교,고등학교,2021-03-01,공립,본교,운영,경기도 양주시 옥정동 1053,경기도 양주시 옥정로4길 12 (옥정동),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2021-07-05,37.81445526,127.091777,2021-09-15
B000010283,함열여자중학교,중학교,1960-12-31,사립,본교,운영,전라북도 익산시 함열읍 남당리 586-12,전라북도 익산시 함열읍 정자길 31,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2021-07-05,36.083496046,126.96965389,2021-09-15
B000009548,창명여자중학교,중학교,1959-05-20,사립,본교,운영,경기도 여주시 대신면 율촌리 271,경기도 여주시 대신면 여양로 1416,7530000,경기도교육청,7661000,경기도여주교육지원청,2013-11-29,2021-07-05,37.375483127,127.58939739,2021-09-15
B000005514,천안삼거리초등학교,초등학교,2007-09-01,공립,본교,운영,충청남도 천안시 동남구 삼룡동 246-24,충청남도 천안시 동남구 충절로 340,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2013-11-29,2021-07-05,36.789744742,127.16339023,2021-09-15
B000002196,서울남명초등학교,초등학교,1991-10-30,공립,본교,운영,서울특별시 양천구 신정동 653-5,서울특별시 양천구 중앙로23길 3,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2021-07-05,37.515684002,126.85408368,2021-09-15
B000012308,조선대학교부속고등학교,고등학교,1951-08-31,사립,본교,운영,광주광역시 동구 학동 산138-1,광주광역시 동구 의재로33번길 33,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2021-07-05,35.135058153,126.93080971,2021-09-15
B000003813,부천여월초등학교,초등학교,1996-09-01,공립,본교,운영,경기도 부천시 여월동 47,경기도 부천시 성곡로63번길 23,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2021-07-05,37.518132663,126.79667822,2021-09-15
B000002814,대구인지초등학교,초등학교,1943-04-14,공립,본교,운영,대구광역시 서구 비산동 1025-10,대구광역시 서구 서대구로66길 20,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2021-07-05,35.886183466,128.56728522,2021-09-15
B000012819,상지대관령고등학교,고등학교,1974-04-08,사립,본교,운영,강원도 평창군 대관령면 횡계리 661-108,강원도 평창군 대관령면 해당화3길 24,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2021-07-05,37.672156037,128.70470079,2021-09-15
B000004355,하성초등학교,초등학교,1927-06-01,공립,본교,운영,경기도 김포시 하성면 마곡리 617-1,경기도 김포시 하성면 애기봉로 857,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2021-07-05,37.720674492,126.63257002,2021-09-15
B000027207,다산별빛초등학교,초등학교,2021-09-01,공립,본교,운영,경기도 남양주시 지금동 277,경기도 남양주시 다산중앙로 82번안길 40,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2021-08-18,37.61703531,127.1655415,2021-09-15
B000002631,신덕초등학교,초등학교,2004-03-01,공립,본교,운영,부산광역시 북구 만덕동 947,부산광역시 북구 함박봉로140번가길 25,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2021-07-05,35.20294033,129.03257606,2021-09-15
B000002386,세종초등학교,초등학교,1962-10-04,사립,본교,운영,서울특별시 광진구 군자동 98,서울특별시 광진구 군자로 114,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2021-07-05,37.553011099,127.07286463,2021-09-15
B000006170,능교초등학교,초등학교,1934-06-03,공립,본교,운영,전라북도 정읍시 산내면 능교리 507-1,전라북도 정읍시 산내면 능교3길 13-5,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2021-07-05,35.567622692,127.03171545,2021-09-15
B000012997,군산영광여자고등학교,고등학교,1965-06-01,사립,본교,운영,전라북도 군산시 중앙로2가 135-2,전라북도 군산시 둔배미길 21,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2021-07-05,35.98267659,126.7148654,2021-09-15
B000007792,칠원초등학교,초등학교,1906-10-08,공립,본교,운영,경상남도 함안군 칠원읍 구성리 730,경상남도 함안군 칠원읍 성내길 32,9010000,경상남도교육청,9131000,경상남도함안교육지원청,2013-11-29,2021-07-05,35.306383887,128.51930308,2021-09-15
B000006179,남원교룡초등학교,초등학교,1993-03-16,공립,본교,운영,전라북도 남원시 향교동 740-2,전라북도 남원시 광천남길 654,8320000,전라북도교육청,8371000,전라북도남원교육지원청,2013-11-29,2021-07-05,35.416655706,127.37820829,2021-09-15
B000012486,심원고등학교,고등학교,1994-11-01,공립,본교,운영,경기도 부천시 중동 1074-1,경기도 부천시 계남로 284,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2021-07-05,37.504690906,126.77913406,2021-09-15
B000012328,송원여자고등학교,고등학교,1974-01-09,사립,본교,운영,광주광역시 남구 송하동 365-1,광주광역시 남구 송암로 73,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.108184505,126.87326644,2021-09-15
B000003529,송정초등학교,초등학교,1951-04-01,공립,본교,운영,울산광역시 북구 화봉동 427,울산광역시 북구 상방로 75,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2021-07-05,35.591456897,129.3658412,2021-09-15
B000007555,진주초등학교,초등학교,1895-09-24,공립,본교,운영,경상남도 진주시 인사동 1-25,경상남도 진주시 진주성로24번길 7,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2021-07-05,35.193429561,128.07836093,2021-09-15
B000008463,영훈국제중학교,중학교,1969-03-27,사립,본교,운영,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2021-07-05,37.614681875,127.02809332,2021-09-15
B000006167,소성초등학교,초등학교,1924-04-25,공립,본교,운영,전라북도 정읍시 소성면 보화리 178-6,전라북도 정읍시 소성면 보화1길 130,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2021-07-05,35.554427867,126.77723904,2021-09-15
B000004918,교동초등학교,초등학교,1971-10-11,공립,본교,운영,강원도 강릉시 교동 310-1,강원도 강릉시 율곡로2968번길 10,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2021-07-05,37.767308236,128.89358463,2021-09-15
B000002179,서울성내초등학교,초등학교,1969-03-27,공립,본교,운영,서울특별시 강동구 성내동 300-3,서울특별시 강동구 성내로3길 19,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2021-07-05,37.531357859,127.12250014,2021-09-15
B000009764,강릉중학교,중학교,1951-09-17,공립,본교,운영,강원도 강릉시 입암동 497,강원도 강릉시 강중길44번길 8,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2021-07-05,37.753619766,128.90893023,2021-09-15
B000006219,광활초등학교,초등학교,1944-04-19,공립,본교,운영,전라북도 김제시 광활면 옥포리 672-13,전라북도 김제시 광활면 광활11길 37,8320000,전라북도교육청,8381000,전라북도김제교육지원청,2013-11-29,2021-07-05,35.833948804,126.74036015,2021-09-15
B000027368,도당중학교,중학교,2018-03-01,공립,본교,운영,경기도 부천시 도당동 36,경기도 부천시 부천로366번길 19,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2021-07-05,37.516900298,126.78678016,2021-09-15
B000003262,광주화정초등학교,초등학교,1978-06-16,공립,본교,운영,광주광역시 서구 화정동 328-3,광주광역시 서구 월드컵4강로146번길 10,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-07-05,35.14905523,126.87139938,2021-09-15
B000024377,가남초등학교,초등학교,2017-03-01,공립,본교,운영,경상남도 양산시 물금읍 가촌리 1277-5,경상남도 양산시 물금읍 청운로 114,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2021-07-05,35.312128563,128.99812183,2021-09-15
B000007680,금동초등학교,초등학교,1932-08-02,공립,본교,운영,경상남도 김해시 상동면 대감리 656-2,경상남도 김해시 상동면 상동로 551-13,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2021-07-05,35.308766957,128.92957787,2021-09-15
B000004948,왕산초등학교,초등학교,1936-09-25,공립,본교,운영,강원도 강릉시 왕산면 도마리 595,강원도 강릉시 왕산면 백두대간로 2011-8,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2021-07-05,37.673598979,128.83685854,2021-09-15
B000011013,창원중학교,중학교,1950-04-06,사립,본교,운영,경상남도 창원시 의창구 도계동 901,경상남도 창원시 의창구 도계로107번길 10,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2021-07-05,35.25582016,128.6414039,2021-09-15
B000006501,순천용당초등학교,초등학교,1993-09-17,공립,본교,운영,전라남도 순천시 용당동 607-1,전라남도 순천시 용당초등길 33-10,8490000,전라남도교육청,8521000,전라남도순천교육지원청,2013-11-29,2021-07-05,34.975572105,127.48995344,2021-09-15
B000005633,광명초등학교,초등학교,1937-05-18,공립,본교,운영,충청남도 보령시 오천면 원산도리 756-1,충청남도 보령시 오천면 원산도3길 151-11,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2021-07-05,36.371426472,126.43117305,2021-09-15
